"De acuerdo con el artículo 122 de la Constitución española, ¿quién preside el Consejo General del Poder Judicial?",El ministro competente en materia de justicia.,El presidente del Tribunal Constitucional.,El presidente de la Audiencia Provincial.,El presidente del Tribunal Supremo.,4,El artículo 122 de la Constitución española establece que el presidente del Tribunal Supremo preside el Consejo General del Poder Judicial.,Constitución Española
"De acuerdo con el artículo 122 de la Constitución española, ¿cuántos miembros forman parte del Consejo General del Poder Judicial?",Veinte miembros.,Quince miembros.,Doce miembros.,Dieciocho miembros.,1,El artículo 122 de la Constitución española establece que el Consejo General del Poder Judicial está compuesto por veinte miembros.,Constitución Española
"De acuerdo con el artículo 122 de la Constitución española, ¿cuántos miembros del Consejo General del Poder Judicial son propuestos por las Cortes Generales?",Dos miembros cada cámara.,Tres miembros cada cámara.,Cuatro miembros cada cámara.,Cinco miembros cada cámara.,2,El artículo 122 de la Constitución española establece que las Cortes Generales proponen tres miembros cada cámara para el Consejo General del Poder Judicial.,Constitución Española
"De acuerdo con el artículo 124 de la Constitución española, ¿qué órgano tiene la misión de promover la acción de la justicia en defensa de la legalidad?",El ministerio fiscal.,El Consejo General del Poder Judicial.,El ministerio competente en materia de justicia.,El Tribunal Supremo.,1,El artículo 124 de la Constitución española establece que el ministerio fiscal tiene la misión de promover la acción de la justicia en defensa de la legalidad.,Constitución Española
"De acuerdo con el artículo 124 de la Constitución española, ¿quién propone el nombramiento del fiscal general del Estado?",El rey.,Las Cortes Generales.,El Gobierno.,El ministerio fiscal.,3,El artículo 124 de la Constitución española establece que el Gobierno propone el nombramiento del fiscal general del Estado.,Constitución Española
"De acuerdo con el artículo 122 de la Constitución española, los miembros del Consejo General del Poder Judicial serán nombrados por un período de:",De tres años.,De cinco años.,De siete años.,De nueve años.,2,El artículo 122 de la Constitución española establece que los miembros del Consejo General del Poder Judicial serán nombrados por un período de cinco años.,Constitución Española
"Según el artículo 125 de la Constitución española, ¿los ciudadanos pueden ejercer la acción popular y participar en la Administración de justicia?","No, únicamente pueden hacerlo los Tribunales.","Sí, mediante la institución del Jurado.","Sí, en los tribunales consuetudinarios y tradicionales.",Las respuestas b) y c) son correctas.,4,El artículo 125 de la Constitución española establece que los ciudadanos pueden ejercer la acción popular y participar en la Administración de justicia mediante la institución del Jurado y en los tribunales consuetudinarios y tradicionales.,Constitución Española
"Según el artículo 126 de la Constitución española, ¿de quién depende la policía judicial?",Del ministerio fiscal y del fiscal general del Estado.,"De los jueces, de los tribunales y del ministerio fiscal.",De los jueces y de los tribunales.,Del Tribunal Supremo.,2,"El artículo 126 de la Constitución española establece que la policía judicial depende de los jueces, los tribunales y el ministerio fiscal.",Constitución Española
"Según el artículo 127 de la Constitución española, los jueces, magistrados y fiscales mientras se hallen en activo podrán:",Desempeñar otros cargos públicos.,Pertenecer a partidos políticos.,Asociarse profesionalmente según la ley.,Pertenecer a sindicatos.,3,"El artículo 127 de la Constitución española establece que los jueces, magistrados y fiscales mientras estén en activo podrán asociarse profesionalmente según la ley, pero no podrán desempeñar otros cargos públicos ni pertenecer a partidos políticos o sindicatos.",Constitución Española
"Según el artículo 117 de la Constitución española, los jueces y magistrados que integran el poder judicial son:","Independientes, inamovibles, responsables y sometidos únicamente al imperio de la ley.","Independientes, imparciales, responsables y sometidos únicamente al imperio de la ley.","Independientes, inamovibles, objetivos y sometidos únicamente al imperio de la ley.","Independientes, inamovibles, imparciales y sometidos únicamente al imperio de la Constitución.",1,"El artículo 117 de la Constitución española establece que los jueces y magistrados son independientes, inamovibles, responsables y sometidos únicamente al imperio de la ley.",Constitución Española
El principio de independencia de los Jueces consiste:,En juzgar y hacer ejecutar lo juzgado.,En la potestad jurisdiccional.,En dictar sentencia.,En aplicar las leyes sin la intervención de otro poder.,4,"El principio de independencia de los jueces consiste en aplicar las leyes sin la intervención de otro poder, según el artículo 117 de la Constitución española.",Constitución Española
"Según el artículo 54 de la Constitución española, ¿quién es el alto comisionado de las Cortes Generales que tiene como misión defender los derechos comprendidos en el título I?",El fiscal general del estado.,El Defensor del Pueblo.,El ministro competente en materia de justicia.,El presidente del Consejo General del Poder Judicial.,2,El artículo 54 de la Constitución española establece que el Defensor del Pueblo es el alto comisionado de las Cortes Generales encargado de defender los derechos comprendidos en el título I.,Constitución Española
"Según el artículo 62 de la Constitución española, la potestad de convocar a Referéndum, en los casos previstos en la Constitución, corresponde:",Al presidente del Gobierno.,Al Consejo de Ministros.,Al Rey.,A las Cortes Generales.,3,El artículo 62 de la Constitución española establece que corresponde al rey convocar a Referéndum en los casos previstos en la Constitución.,Constitución Española
"Según el artículo 162 de la Constitución española, el Defensor del Pueblo podrá interponer:",Recursos de amparo.,Recursos de inconstitucionalidad.,Cuestiones de inconstitucionalidad.,Las respuestas a) y b) son correctas.,4,El artículo 162 de la Constitución española establece que el Defensor del Pueblo podrá interponer recursos de amparo y recursos de inconstitucionalidad.,Constitución Española
"Según el artículo 54 de la Constitución española, ¿qué tipo de norma regulará la institución del Defensor del Pueblo?",Una ley orgánica.,Un real decreto.,Una ley ordinaria.,Un reglamento de las Cortes Generales.,1,El artículo 54 de la Constitución española establece que la institución del Defensor del Pueblo se regulará por una ley orgánica.,Constitución Española
"Según el artículo 66 de la Constitución española, las Cortes Generales representan:",La soberanía nacional.,La soberanía popular.,Al pueblo español.,Al Estado.,3,El artículo 66 de la Constitución española establece que las Cortes Generales representan al pueblo español.,Constitución Española
"Según el artículo 66 de la Constitución española, ¿qué institución representa al pueblo español?",El Gobierno del Estado.,Las Cortes Generales.,El Defensor del Pueblo.,El Congreso de los Diputados.,2,El artículo 66 de la Constitución española establece que las Cortes Generales representan al pueblo español.,Constitución Española
"Según el artículo 66 de la Constitución española, las Cortes Generales tienen como función:",Ejercer la potestad legislativa.,Elaborar los Presupuestos Generales del Estado.,Dirigir la acción del Gobierno.,Las respuestas a) y b) son correctas.,4,El artículo 66 de la Constitución española establece que las Cortes Generales ejercen la potestad legislativa y elaboran los Presupuestos Generales del Estado.,Constitución Española
"De acuerdo con el artículo 56 de la Constitución española, la persona del rey es inviolable:",Y es el responsable último del Estado y su buen desarrollo.,Y es el responsable de la imagen exterior de España.,Y es responsable del orden y consistencia del Estado Mayor y el ejército.,Y no está sujeta a responsabilidad.,4,El artículo 56 de la Constitución española establece que la persona del rey es inviolable y no está sujeta a responsabilidad.,Constitución Española
"De acuerdo con el artículo 57 de la Constitución española, el príncipe heredero tendrá la dignidad:",De príncipe de España.,De otros títulos nobiliarios vinculados al sucesor de la Corona.,De príncipe de Asturias y los otros títulos vinculados al sucesor de la Corona.,De príncipe de Asturias y Aragón y los otros títulos vinculados al sucesor de la Corona.,3,"El artículo 57.2 de la Constitución dispone que El Príncipe heredero, desde su nacimiento o desde que se produzca el hecho que origine el llamamiento, tendrá la dignidad de Príncipe de Asturias y los demás títulos vinculados tradicionalmente al sucesor de la Corona de España.",Constitución Española
El Gobierno dirige:,La Administración civil y militar.,La política interior y exterior.,La defensa del Estado.,Todas las respuestas son correctas.,4,"El artículo 97 de la Constitución española establece que el Gobierno dirige la política interior y exterior, la Administración civil y militar, y la defensa del Estado.",Constitución Española
El presidente del Gobierno dirige la acción de éste y coordina las funciones de los demás miembros del Gobierno:,Sin perjuicio de la competencia y responsabilidad directa de los demás miembros del Gobierno en su organización.,Sin perjuicio de la competencia y responsabilidad directa de los demás miembros del Gobierno en su gestión.,Sin perjuicio de la competencia y responsabilidad indirecta de los demás miembros del Gobierno en su organización.,Con el perjuicio de la competencia y responsabilidad directa de los demás miembros del Gobierno en su gestión.,2,"El artículo 98.2 de la Constitución española establece que el presidente del Gobierno dirige la acción del Gobierno y coordina las funciones de los demás miembros, sin perjuicio de la competencia y responsabilidad directa de éstos en su gestión.",Constitución Española
Los miembros del Gobierno:,No podrán ejercer otras funciones representativas que las propias del mandato imperativo.,"Podrán ejercer otras funciones representativas, tanto derivadas del mandato parlamentario como las que no lo sean.",No podrán ejercer otras funciones representativas que las propias del mandato parlamentario.,No podrán ejercer otras funciones representativas que las propias del mandato gubernativo.,3,El artículo 98.3 de la Constitución española establece que los miembros del Gobierno no podrán ejercer otras funciones representativas que las propias del mandato parlamentario.,Constitución Española
Los Miembros del Gobierno:,"Podrán ejercer otra función pública, pero no podrán ejercer actividad profesional o mercantil alguna.","No podrán ejercer otra función pública que no derive de su cargo, ni actividad profesional o mercantil alguna.","Únicamente podrán ejercer actividades profesionales o mercantiles, no siendo posible ejercer otra función pública que no derive de su cargo.","Únicamente podrán ejercer otra función pública que no derive de su cargo, o alguna actividad profesional o mercantil, cuando sean autorizados por el Consejo de ministros.",2,"El artículo 98.4 de la Constitución española establece que los miembros del Gobierno no podrán ejercer otra función pública que no derive de su cargo, ni actividad profesional o mercantil alguna.",Constitución Española
"El rey, previa consulta con los representantes designados por los grupos políticos con representación parlamentaria, y a través del presidente del Congreso, propondrá un candidato a la Presidencia del Gobierno:","Después de cada renovación de las Cortes Generales, y en los demás supuestos que la ley establezca.",Solamente después de cada renovación de las Cortes Generales.,Después de cada renovación del Congreso de los Diputados y en los demás supuestos constitucionales en que así proceda.,"Después de cada renovación de las Cortes Generales, y en los demás supuestos constitucionales en que así proceda y cuando se presente una moción de censura.",4,"El artículo 99 de la Constitución española establece que el rey propondrá un candidato a la Presidencia del Gobierno después de cada renovación de las Cortes Generales y en los demás supuestos constitucionales en que así proceda, incluyendo la presentación de una moción de censura.",Constitución Española
"En primera votación, a tenor de lo previsto en el artículo 99 de la Constitución, la confianza al candidato a la Presidencia del Gobierno se entiende otorgada:",Con la mayoría absoluta de los miembros del Congreso de los Diputados.,Con la mayoría simple de los miembros del Congreso de los Diputados.,Con la mayoría de dos tercios de los miembros del Congreso de los Diputados.,Con la mayoría de tres quintos de los miembros del Congreso de los Diputados.,1,El artículo 99.3 de la Constitución española establece que en primera votación la confianza al candidato a la Presidencia del Gobierno se otorga con la mayoría absoluta de los miembros del Congreso de los Diputados.,Constitución Española
Si en primera votación el candidato a la Presidencia del Gobierno no obtiene la confianza del Congreso de los Diputados:,Se someterá la misma propuesta a una nueva votación setenta y dos horas después de la anterior.,Se someterá la misma propuesta a una nueva votación cuarenta y ocho horas después de la anterior.,Se someterá la misma propuesta a una nueva votación veinticuatro horas después de la anterior.,Se repetirá la votación en la misma sesión.,2,"El artículo 99.4 de la Constitución española establece que si en primera votación no se obtiene la confianza, se someterá la misma propuesta a una nueva votación cuarenta y ocho horas después.",Constitución Española
Si ninguno de los candidatos a la Presidencia del Gobierno obtiene la confianza del Congreso en el plazo previsto en el artículo 99.5 de la Constitución:,En el artículo 99.5 no se recoge ningún plazo en relación a la elección del presidente del Gobierno.,El rey disolverá ambas Cámaras y convocará nuevas elecciones.,El rey nombrará presidente del Gobierno al candidato que hubiera obtenido mayor apoyo parlamentario.,El rey disolverá el Congreso de los Diputados y convocará nuevas elecciones.,2,"El artículo 99.5 de la Constitución española establece que si no se obtiene la confianza en el plazo previsto, el rey disolverá ambas Cámaras y convocará nuevas elecciones.",Constitución Española
"Conforme al artículo 101 de la Constitución, el Gobierno cesa:",Tras la celebración de elecciones generales.,En los casos de pérdida de la confianza parlamentaria previstos en la Constitución.,A propuesta del presidente del Gobierno.,Todas las respuestas son correctas.,4,"El artículo 101 de la Constitución española establece que el Gobierno cesa tras elecciones generales, pérdida de confianza parlamentaria o a propuesta del presidente.",Constitución Española
Señale la respuesta correcta:,"La responsabilidad criminal del presidente y de los demás miembros del Gobierno será exigible, en todo caso, ante la Sala de lo Penal del Tribunal Supremo.","La responsabilidad del presidente y de los demás miembros del Gobierno será exigible, en todo caso, ante la Sala de lo Penal del Tribunal Supremo.","La responsabilidad civil y criminal del presidente y de los demás miembros del Gobierno será exigible, en todo caso, ante la Sala de lo Penal del Tribunal Supremo.","La responsabilidad civil y criminal del presidente y de los demás miembros del Gobierno será exigible, en todo caso, ante la Sala de lo Civil del Tribunal Supremo.",3,El artículo 102 de la Constitución española establece que la responsabilidad civil y criminal del presidente y de los demás miembros del Gobierno será exigible ante la Sala de lo Penal del Tribunal Supremo.,Constitución Española
"La acusación por traición o por cualquier delito contra la seguridad del Estado, en el ejercicio de sus funciones, de los miembros del Gobierno:",Podrá ser planteada por iniciativa de la mayoría simple de los miembros del Congreso.,Podrá ser planteada por iniciativa de la mayoría absoluta de los miembros del Congreso.,Podrá ser planteada por iniciativa de la cuarta parte de los miembros del Congreso.,Podrá ser planteada por iniciativa de la quinta parte de los miembros del Congreso.,3,El artículo 102.2 de la Constitución española establece que la acusación por traición o delitos contra la seguridad del Estado puede ser planteada por iniciativa de la cuarta parte de los miembros del Congreso.,Constitución Española
"Según el artículo 103 de la Constitución, se regularán por ley:",El sistema de compatibilidades de los funcionarios públicos.,"El acceso a la función pública de acuerdo con los principios de mérito, capacidad y compatibilidad.",El estatuto de los funcionarios públicos.,Las peculiaridades del sistema sanitario de los funcionarios públicos.,3,El artículo 103.3 de la Constitución española establece que el estatuto de los funcionarios públicos se regulará por ley.,Constitución Española
Las Fuerzas y Cuerpos de Seguridad tienen como misión:,Defender el ordenamiento constitucional.,Defender la integridad territorial.,Garantizar la seguridad ciudadana.,Todas las respuestas son correctas.,4,"El artículo 104 de la Constitución española establece que las Fuerzas y Cuerpos de Seguridad tienen como misión defender el ordenamiento constitucional, la integridad territorial y garantizar la seguridad ciudadana.",Constitución Española
"Señala la respuesta correcta. Conforme al artículo 105 de la Constitución, la ley regulará:","La audiencia de los ciudadanos, directamente o a través de las organizaciones y asociaciones reconocidas por la ley, en el procedimiento de elaboración de disposiciones administrativas que les afecten.","El acceso de los ciudadanos a los archivos y registros administrativos, salvo en lo que afecte a la seguridad y defensa del Estado, la averiguación de los delitos y la intimidad de las personas.","El procedimiento, a través del cual deben producirse los actos administrativos, garantizando, cuando proceda, la audiencia al interesado.",Todas las respuestas son correctas.,4,"El artículo 105 de la Constitución española establece que la ley regulará la audiencia de los ciudadanos, el acceso a archivos y registros, y el procedimiento administrativo.",Constitución Española
La potestad reglamentaria y la legalidad de la actuación administrativa es controlada:,Por los Juzgados y Tribunales.,Por la administración de Justicia.,Por los Jueces.,Por los Tribunales.,2,El artículo 106 de la Constitución española establece que la legalidad de la actuación administrativa es controlada por la administración de Justicia.,Constitución Española
"Corresponde proponer al rey la disolución del Congreso, del Senado o de las Cortes Generales:",Al presidente del Gobierno.,"Al presidente del Congreso de los Diputados, al del Senado o al de las Cortes Generales, según corresponda.",Al Consejo de ministros.,Al Letrado Mayor de las Cortes Generales.,1,"El artículo 115 de la Constitución española establece que corresponde al presidente del Gobierno proponer la disolución del Congreso, del Senado o de las Cortes Generales.",Constitución Española
Corresponde proponer al rey la convocatoria de un referéndum consultivo:,"Al presidente del Gobierno, previa autorización del Congreso de los Diputados.","Al Consejo de ministros, previa autorización del Congreso de los Diputados.","Al presidente del Gobierno, previa autorización del Consejo de ministros.","Al Consejo de ministros, previa autorización del presidente del Gobierno.",1,"El artículo 92 de la Constitución española establece que corresponde al presidente del Gobierno proponer la convocatoria de un referéndum consultivo, previa autorización del Congreso de los Diputados.",Constitución Española
"Como norma general, corresponde convocar, presidir y fijar el orden del día de las reuniones del Consejo de ministros:",Al Consejo de ministros.,Al presidente del Gobierno.,Al rey.,Al Secretario del Consejo de ministros.,2,"El artículo 98.2 de la Constitución española establece que corresponde al presidente del Gobierno convocar, presidir y fijar el orden del día de las reuniones del Consejo de ministros.",Constitución Española
Corresponde proponer al rey el nombramiento y la separación de los vicepresidentes y de los ministros:,Al presidente del Congreso de los Diputados.,Al Consejo de ministros.,Al presidente del Gobierno.,Al presidente del Consejo de Estado.,3,El artículo 100 de la Constitución española establece que corresponde al presidente del Gobierno proponer al rey el nombramiento y la separación de los vicepresidentes y de los ministros.,Constitución Española
La aprobación de los Reales Decretos-leyes y los Reales Decretos Legislativos corresponde:,Al Consejo de Estado.,Al presidente del Gobierno.,Al Consejo de ministros.,A los ministros.,3,El artículo 86 de la Constitución española establece que la aprobación de los Reales Decretos-leyes y los Reales Decretos Legislativos corresponde al Consejo de ministros.,Constitución Española
Los Tratados Internacionales son remitidos a las Cortes Generales en los términos previstos en los artículos 94 y 96.2 de la Constitución:,Por el Presidente del Gobierno.,Por el Consejo de ministros.,Por el Presidente del Congreso de los Diputados.,Por el Rey.,4,El artículo 94 de la Constitución española establece que los Tratados Internacionales son remitidos a las Cortes Generales por el Rey.,Constitución Española
Corresponde proponer al Congreso de los diputados la declaración del estado de sitio:,Al Senado.,Al Congreso de los Diputados.,Al Consejo de ministros.,"Al Congreso de los Diputados y al Senado, en sesión conjunta.",3,El artículo 116 de la Constitución española establece que corresponde al Consejo de ministros proponer la declaración del estado de sitio al Congreso de los Diputados.,Constitución Española
Los reglamentos para el desarrollo y ejecución de las leyes corresponde:,"Al presidente del Gobierno, previa deliberación del Consejo de ministros.","Al Consejo de ministros, a propuesta del presidente del Gobierno.","Al presidente del Gobierno, previo dictamen del Consejo de Estado.","Al Consejo de ministros, previo dictamen del Consejo de Estado.",2,"El artículo 97 de la Constitución española establece que los reglamentos para el desarrollo y ejecución de las leyes corresponden al Consejo de ministros, a propuesta del presidente del Gobierno.",Constitución Española
El examen de las cuestiones de carácter general que tengan relación con varios Departamentos Ministeriales que integran la Comisión corresponde:,Al ministro de la Presidencia.,"A la Comisión General de Secretarios, Subsecretarios y Directores Generales.",A las Comisiones Delegadas del Gobierno.,Al Consejo de ministros.,2,"El artículo 6 de la Ley del Gobierno establece que el examen de las cuestiones de carácter general que afecten a varios Departamentos Ministeriales corresponde a la Comisión General de Secretarios, Subsecretarios y Directores Generales.",Constitución Española
"Salvo los nombramientos, ceses, ascensos a cualquiera de los empleos de la categoría de oficiales generales y los que, excepcionalmente y por razones de urgencia, deban ser sometidos directamente al Consejo de ministros, el examen de todos los demás asuntos que vayan a someterse a aprobación del Consejo de ministros es una competencia:",De la Comisión General de Secretarios de Estado y Subsecretarios.,De las Comisiones Delegadas del Gobierno.,Del Consejo de Estado.,Del ministro de la Presidencia.,1,El artículo 6 de la Ley del Gobierno establece que el examen de los asuntos que van a someterse al Consejo de ministros corresponde a la Comisión General de Secretarios de Estado y Subsecretarios.,Constitución Española
"¿A qué Comisión corresponde el análisis o discusión de aquellos asuntos que, sin ser competencia del Consejo de ministros o sus Comisiones Delegadas, afecten a varios Ministerios y sean sometidos a la Comisión por su presidente?:",A la Comisión General del Ministerio de la Presidencia.,A la Comisión General de Secretarios de Estado y Subsecretarios.,A la Comisión General de Directores Generales.,A la Comisión Especial del Gobierno.,2,El artículo 6 de la Ley del Gobierno establece que la Comisión General de Secretarios de Estado y Subsecretarios analiza los asuntos que afectan a varios Ministerios.,Constitución Española
La función de colaboración con las Secretarías Técnicas de las Comisiones Delegadas del Gobierno corresponde:,Al Secretariado del Gobierno.,Al ministro de la Presidencia.,"Al presidente del Gobierno, en ausencia del vicepresidente del Gobierno.",Al vicepresidente del Gobierno.,1,El artículo 12 de la Ley del Gobierno establece que el Secretariado del Gobierno colabora con las Secretarías Técnicas de las Comisiones Delegadas.,Constitución Española
"La tramitación de los actos y disposiciones del rey, cuyo refrendo corresponde al presidente del Gobierno es una función:",Del ministro de la Presidencia.,Del presidente del Gobierno.,Del Secretariado del Gobierno.,Del presidente del Congreso de los Diputados.,3,El artículo 12 de la Ley del Gobierno establece que el Secretariado del Gobierno tramita los actos y disposiciones del rey que requieren refrendo del presidente del Gobierno.,Constitución Española
¿Quién propondrá al ministro de la Presidencia la aprobación de las instrucciones que han de seguirse para la tramitación de los asuntos ante los órganos colegiados del Gobierno?:,El Secretario de Estado de Presidencia.,El Secretariado del Gobierno.,El Jefe de Gabinete del presidente del Gobierno.,El ministro competente por razón de la materia a tratar.,2,El artículo 12 de la Ley del Gobierno establece que el Secretariado del Gobierno propone las instrucciones para la tramitación de asuntos ante los órganos colegiados.,Constitución Española
¿Quién convoca el Consejo de ministros?,El ministro de la Presidencia.,El presidente del Gobierno.,El Secretariado del Gobierno.,El Gabinete de la Presidencia del Gobierno.,2,"Según el artículo 5 de la Ley 50/1997, el presidente del Gobierno convoca y preside el Consejo de Ministros.",Constitución Española
Actuar como Secretario de las reuniones del Consejo de ministros es función:,Del Secretariado del Gobierno.,Del ministro de la Presidencia.,Del vicepresidente del Gobierno.,Del Gabinete del presidente del Gobierno.,1,El artículo 12 de la Ley 50/1997 establece que el Secretariado del Gobierno actúa como Secretario del Consejo de Ministros.,Constitución Española
"Coordinar el Plan Anual Normativo, que se recoge en la Ley 50/1997, de 27 de noviembre, del Gobierno, es una función:",Del presidente del Gobierno.,Del ministro de la Presidencia.,Del ministro competente por razón de la materia.,Del Secretariado del Gobierno.,2,El artículo 13 de la Ley 50/1997 atribuye al ministro de la Presidencia la coordinación del Plan Anual Normativo.,Constitución Española
"¿Cuál de las siguientes funciones no le corresponde al Consejo de ministros, según el artículo 5 de la Ley 50/1997, de 27 de noviembre, del Gobierno?","Crear, modificar y suprimir los órganos directivos de los Departamentos Ministeriales.",Aprobar los Reales Decretos-leyes y los Reales Decretos Legislativos.,Aprobar proyecto de Ley de Presupuestos Generales del Estado.,Resolver los conflictos de atribuciones que puedan surgir entre los diferentes Ministerios.,1,"El artículo 5 de la Ley 50/1997 no menciona la creación, modificación o supresión de órganos directivos como función del Consejo de Ministros.",Constitución Española
"De acuerdo con el artículo 5 de la Ley 50/1997, corresponde al Consejo de Ministros:",Dirigir la política de defensa.,Representar al Gobierno.,Declarar los estados de alarma y de excepción.,"Crear, modificar y suprimir, por Real Decreto, los Departamentos Ministeriales y las Secretarías de Estado.",4,"El artículo 5 de la Ley 50/1997 establece que el Consejo de Ministros puede crear, modificar y suprimir Departamentos Ministeriales y Secretarías de Estado.",Constitución Española
"Según la Ley 50/1997, el Gobierno se compone:","Del presidente, del vicepresidente o vicepresidentes, en su caso y de los ministros. salve aquellos que no tengan cartera ministerial.","Del presidente, del vicepresidente o vicepresidentes, en su caso, y de los ministros.","Del presidente, de los ministros y de los Secretarios de Estado.","Del presidente, del vicepresidente o vicepresidentes, en su caso, de los ministros y de los Secretarios de Estado.",2,"El artículo 1.2 de la Ley 50/1997 establece que el Gobierno se compone del presidente, vicepresidente(s) y ministros.",Constitución Española
El presidente del Gobierno en funciones no podrá ejercer una de las siguientes facultades:,Interponer recurso de inconstitucionalidad.,Resolver conflictos de atribuciones entre los diferentes ministerios.,"Convocar, presidir y fijar el orden del día de las reuniones del Consejo de ministros.",Proponer al rey la convocatoria de referéndum consultivo.,4,"El artículo 21 de la Ley 50/1997 limita las facultades del presidente en funciones, excluyendo la propuesta de referéndum consultivo.",Constitución Española
"No son órganos de colaboración y apoyo al Gobierno, teniendo en cuenta la Ley 50/1997, del Gobierno:",La Comisión General de Secretarios de Estado y Subsecretarios.,Los vicepresidentes.,Los Secretarios de Estado.,El Secretariado del Gobierno.,2,"Los vicepresidentes son miembros del Gobierno, no órganos de colaboración y apoyo, según la Ley 50/1997.",Constitución Española
"La creación, modificación y supresión de las Comisiones Delegadas del Gobierno será acordada:","Por el presidente del Gobierno, mediante Real Decreto, a propuesta del Consejo de ministros.","Por el Consejo de ministros, mediante Real Decreto, a propuesta del presidente del Gobierno.","Por el presidente del Gobierno, mediante Real Decreto.","Por el Consejo de ministros, mediante Real Decreto.",4,"El artículo 6 de la Ley 50/1997 establece que las Comisiones Delegadas se crean, modifican o suprimen por Real Decreto del Consejo de Ministros.",Constitución Española
"Según la Ley 50/1997, de 27 de noviembre, del Gobierno, en las reuniones del Consejo de ministros:","No podrán asistir los Secretarios de Estado, en ningún caso.","Podrán asistir los Secretarios de Estado y excepcionalmente, otros altos cargos, cuando sean convocados para ello.","Deberán asistir los Secretarios de Estado, en los casos de ausencia del ministro correspondiente.","Únicamente, podrán asistir, además de los miembros del Gobierno, los Secretarios de Estado cuando sean convocados.",2,El artículo 5.2 de la Ley 50/1997 permite la asistencia de Secretarios de Estado y otros altos cargos cuando sean convocados.,Constitución Española
"Según el artículo 20 de la Ley 50/1997, del Gobierno, en ningún caso son delegables por el Gobierno:",Las competencias administrativas del Consejo de ministros en las Comisiones Delegadas del Gobierno.,Las competencias de los ministros en los Secretarios de Estado.,Las competencias atribuidas directamente por la Constitución.,Las competencias del presidente del Gobierno en otros miembros del Gobierno.,3,El artículo 20 de la Ley 50/1997 establece que las competencias atribuidas directamente por la Constitución no son delegables.,Constitución Española
¿Cómo se denomina el Título V de la Constitución Española?,De las relaciones entre el Gobierno y las Cortes Generales.,"De las relaciones entre el Gobierno, la Administración y las Cortes Generales.",De las relaciones entre el Gobierno y la Administración.,De las Cortes Generales.,1,El Título V de la Constitución Española se titula 'De las relaciones entre el Gobierno y las Cortes Generales'.,Constitución Española
Las Cámaras y sus Comisiones podrán recabar la información y ayuda que precisen del Gobierno y de sus Departamentos:,A través del presidente del Gobierno.,A través de las Mesas de las Cámaras.,A través de los presidentes de las Cámaras y de los de las Comisiones.,A través de los presidentes de las Cámaras.,3,El artículo 109 de la Constitución establece que las Cámaras y sus Comisiones pueden recabar información a través de sus presidentes.,Constitución Española
Podrán reclamar la presencia de los miembros del Gobierno:,Únicamente el Congreso de los Diputados.,Las Cámaras y sus Comisiones.,Únicamente las Cámaras.,Únicamente el Congreso de los Diputados y sus Comisiones.,2,El artículo 110 de la Constitución permite a las Cámaras y sus Comisiones reclamar la presencia de los miembros del Gobierno.,Constitución Española
Según el texto del artículo 110 de la Constitución Española y en relación con los miembros del Gobierno:,Podrán reclamar la presencia de los miembros de las Cámaras.,No tendrán la facultad de hacerse oír en las Cámaras y sus Comisiones.,Tendrán acceso a las sesiones de las Cámaras y sus Comisiones.,Podrán solicitar que cualquier persona que consideren conveniente informe ante las Cámaras y sus Comisiones.,3,El artículo 110 de la Constitución establece que los miembros del Gobierno tienen acceso a las sesiones de las Cámaras y sus Comisiones.,Constitución Española
Según el texto literal del artículo 111 de la Constitución ¿qué podrá dar lugar a una moción en la que la Cámara manifieste su posición?,Toda intervención.,Toda interpelación.,Toda pregunta.,Toda interpelación o pregunta.,4,El artículo 111 de la Constitución establece que las interpelaciones y preguntas pueden dar lugar a mociones.,Constitución Española
El presidente del Gobierno puede plantear la cuestión de confianza:,Sobre un asunto de interés público.,Sobre una declaración legislativa general.,Sobre una declaración de política particular.,Sobre su programa.,4,El artículo 112 de la Constitución permite al presidente plantear la cuestión de confianza sobre su programa.,Constitución Española
¿Cuándo se entenderá otorgada la confianza al presidente del Gobierno una vez presentada la cuestión de confianza?,Cuando vote a favor de la misma la mayoría simple de los Diputados.,Cuando vote en contra de la misma la mayoría simple de los Diputados.,Cuando vote a favor de la misma la mayoría absoluta de los Diputados.,Cuando vote a favor de la misma la mayoría absoluta de los miembros de ambas Cámaras.,1,El artículo 112 de la Constitución establece que la confianza se otorga por mayoría simple de los Diputados.,Constitución Española
El Congreso de los Diputados puede exigir la responsabilidad política del Gobierno mediante la adopción de una moción de censura:,Por mayoría simple.,Por mayoría absoluta.,Por mayoría de tres quintos de sus miembros.,Por mayoría de dos tercios de sus miembros.,2,El artículo 113 de la Constitución establece que la moción de censura requiere mayoría absoluta.,Constitución Española
En relación a la moción de censura:,En el primer día desde su presentación podrán presentarse mociones alternativas.,En los dos primeros días desde su presentación podrán presentarse mociones alternativas.,En los tres primeros días desde su presentación podrán presentarse mociones alternativas.,En los cuatro primeros días desde su presentación podrán presentarse mociones alternativas.,2,El artículo 113 de la Constitución permite presentar mociones alternativas en los dos primeros días.,Constitución Española
